date,duration_sec
2014-08-12,789.1542340281776
2011-09-04,2137.481535330038
2011-04-15,1272.6684828164289
2011-09-07,690.9493853940714
2011-09-06,776.3504406428196
2011-08-26,1099.8762420957528
2011-03-05,1621.6088607594932
2011-12-06,698.1439135381119
2011-03-09,795.7496706192352
2014-06-23,840.95223325062
